module,doctype,field,fieldtype,mandatory,reference_note,django_app,django_model,django_field,status,evidence
Ssbikez,Euler Service Invoice,chasis_no,Data,no,Chasis No,,,,,
Ssbikez,Euler Service Invoice,customer_gstin,Data,no,Customer GSTIN,,,,,
Ssbikez,Euler Service Invoice,branch,Link,no,Branch,,,,,
Ssbikez,Euler Service Invoice,email,Data,no,Email,,,,,
Ssbikez,Euler Service Invoice,column_break_cpzyz,Column Break,no,,,,,,
Ssbikez,Euler Service Invoice,vehicle_name,Data,no,Vehicle Code,,,,,
Ssbikez,Euler Service Invoice,vehicle_no,Data,no,Vehicle No,,,,,
Ssbikez,Euler Service Invoice,spares_warranty,Check,no,Spares Warranty Based Invoice,,,,,
Ssbikez,Euler Service Invoice,billing_details_section,Section Break,no,Billing Details,,,,,
Ssbikez,Euler Service Invoice,billing_details,Table,no,Billing Details,,,,,
Ssbikez,Euler Service Invoice,section_break_4kgzq,Section Break,no,,,,,,
Ssbikez,Euler Service Invoice,spares_list,Table,no,Spares List,,,,,
Ssbikez,Euler Service Invoice,complaint_details_section,Section Break,no,Complaint Details,,,,,
Ssbikez,Euler Service Invoice,complaint_details,Table,no,Complaint Details,,,,,
Ssbikez,Euler Service Invoice,section_break_feev,Section Break,no,,,,,,
Ssbikez,Euler Service Invoice,spares_total_amount,Currency,no,Spares Total Amount,,,,,
Ssbikez,Euler Service Invoice,column_break_nbig,Column Break,no,,,,,,
Ssbikez,Euler Service Invoice,labour_total_amount,Currency,no,Labour Total Amount,,,,,
Ssbikez,Euler Service Invoice,column_break_cruw,Column Break,no,,,,,,
Ssbikez,Euler Service Invoice,outwork_total_amount,Currency,no,Outwork Total Amount,,,,,
Ssbikez,Euler Service Invoice,column_break_lywb,Column Break,no,,,,,,
Ssbikez,Euler Service Invoice,fine_amount,Currency,no,Fine Amount,,,,,
Ssbikez,Euler Service Invoice,section_break_vx1bs,Section Break,no,,,,,,
Ssbikez,Euler Service Invoice,total,Currency,no,Total,,,,,
Ssbikez,Euler Service Invoice,insurance_name,Data,no,Insurance Name,,,,,
Ssbikez,Euler Service Invoice,payment_balance,Currency,no,Payment Balance Amount,,,,,
Ssbikez,Euler Service Invoice,payment_mode,Select,no,Payment Mode,,,,,
Ssbikez,Euler Service Invoice,to_account,Link,no,Bank Name,,,,,
Ssbikez,Euler Service Invoice,column_break_exr92,Column Break,no,,,,,,
Ssbikez,Euler Service Invoice,advance_amount,Currency,no,Advance Amount,,,,,
Ssbikez,Euler Service Invoice,insurance_requested_amount,Currency,no,Insurance Requested Amount,,,,,
Ssbikez,Euler Service Invoice,balance_refund_status,Data,no,Balance Refund Status,,,,,
Ssbikez,Euler Service Invoice,reference_no,Data,no,Reference No,,,,,
Ssbikez,Euler Service Invoice,reference_date,Date,no,Reference Date,,,,,
Ssbikez,Euler Service Invoice,column_break_w8l4u,Column Break,no,,,,,,
Ssbikez,Euler Service Invoice,warranty_claim_amount,Currency,no,Warranty Claim Amount,,,,,
Ssbikez,Euler Service Invoice,insurance_claim_amount,Currency,no,Insurance Approved Amount,,,,,
Ssbikez,Euler Service Invoice,customer_refund_amount,Currency,no,Customer Refund Amount,,,,,
Ssbikez,Euler Service Invoice,column_break_5st0s,Column Break,no,,,,,,
Ssbikez,Euler Service Invoice,update_total,Currency,no,Updated Total,,,,,
Ssbikez,Euler Service Invoice,payment_status,Data,no,Payment Status,,,,,
Ssbikez,Euler Service Invoice,paid_status,Data,no,Customer Paid Status,,,,,
Ssbikez,Euler Service Invoice,totally_paid_amount,Currency,no,Totally Paid Amount,,,,,
Ssbikez,Euler Service Invoice,ledger_voucher_no,Data,no,Ledger Voucher No,,,,,
Ssbikez,Euler Service Invoice,column_break_fzzqr,Section Break,no,,,,,,
Ssbikez,Euler Service Invoice,service_invoice_payments,Table,no,Service Invoice Receipts,,,,,
Ssbikez,Euler Service Invoice,amended_from,Link,no,Amended From,,,,,
Ssbikez,Euler Service Spares Warranty,naming_series,Select,no,Naming Series,,,,,
Ssbikez,Euler Service Spares Warranty,company,Link,no,Company,,,,,
Ssbikez,Euler Service Spares Warranty,vehicle_number,Data,no,Vehicle Number,,,,,
Ssbikez,Euler Service Spares Warranty,supplier,Link,yes,Supplier,,,,,
Ssbikez,Euler Service Spares Warranty,claim_no,Data,no,Claim No,,,,,
Ssbikez,Euler Service Spares Warranty,claim_date,Date,no,Claim Date,,,,,
Ssbikez,Euler Service Spares Warranty,parts_dispatch_date,Date,no,Parts Dispatch Date,,,,,
Ssbikez,Euler Service Spares Warranty,claim_received_date,Date,no,Claim Received Date,,,,,
Ssbikez,Euler Service Spares Warranty,column_break_mdhzg,Column Break,no,,,,,,
Ssbikez,Euler Service Spares Warranty,invoice_no,Data,no,Invoice No,,,,,
Ssbikez,Euler Service Spares Warranty,invoice_date,Date,no,Invoice Date,,,,,
Ssbikez,Euler Service Spares Warranty,chasis_no,Data,no,Chasis No,,,,,
Ssbikez,Euler Service Spares Warranty,status,Select,no,Status,,,,,
Ssbikez,Euler Service Spares Warranty,branch,Link,no,Branch,,,,,
Ssbikez,Euler Service Spares Warranty,vehicle_name,Data,no,Vehicle Name,,,,,
Ssbikez,Euler Service Spares Warranty,section_break_bx7ss,Section Break,no,,,,,,
Ssbikez,Euler Service Spares Warranty,history,Long Text,no,History,,,,,
Ssbikez,Euler Service Spares Warranty,spares_detail_section,Section Break,no,Spares Detail,,,,,
Ssbikez,Euler Service Spares Warranty,spares_detail,Table,no,Spares Detail,,,,,
Ssbikez,Euler Service Spares Warranty,other_details_section,Section Break,no,Other Details,,,,,
Ssbikez,Euler Service Spares Warranty,ndp_amount,Currency,no,NDP Amount,,,,,
Ssbikez,Euler Service Spares Warranty,dispatch_on,Date,no,Dispatch on,,,,,
Ssbikez,Euler Service Spares Warranty,column_break_q5xqu,Column Break,no,,,,,,
Ssbikez,Euler Service Spares Warranty,auto_boom_update,Date,no,Auto Boom Update,,,,,
Ssbikez,Euler Service Spares Warranty,dock_no,Data,no,Dock No,,,,,
Ssbikez,Euler Service Spares Warranty,column_break_bbdpw,Column Break,no,,,,,,
Ssbikez,Euler Service Spares Warranty,claim_register_in_pymidol,Date,no,Claim Register in PYMIDOL,,,,,
Ssbikez,Euler Service Spares Warranty,generate_invoice_in_pymidol,Date,no,Generate Invoice in PYMIDOL,,,,,
Ssbikez,Euler Service Spares Warranty,column_break_5bsxc,Column Break,no,,,,,,
Ssbikez,Euler Service Spares Warranty,courier_parts,Data,no,Courier Parts,,,,,
Ssbikez,Euler Service Spares Warranty,courier_invoice_bill_on,Date,no,Courier Invoice Bill On,,,,,
Ssbikez,Euler Service Spares Warranty,column_break_bfdbc,Column Break,no,,,,,,
Ssbikez,Euler Service Spares Warranty,claim_for,Data,no,Claim For,,,,,
Ssbikez,Euler Service Spares Warranty,payment_received_date,Date,no,Payment Received Date,,,,,
Ssbikez,Euler Spare Issue Alteration items Table,item_code,Link,yes,Item Code,,,,,
Ssbikez,Euler Spare Issue Alteration items Table,item_name,Data,no,Item Name,,,,,
Ssbikez,Euler Spare Issue Alteration items Table,quantity,Float,yes,Quantity,,,,,
Ssbikez,Euler Spare Issue Alteration items Table,rack,Link,yes,Rack,,,,,
Ssbikez,Euler Spare Issue Alteration items Table,bin,Link,yes,Bin,,,,,
Ssbikez,Euler Spare Issue Alteration items Table,batch,Link,no,Batch,,,,,
Ssbikez,Euler Spare Issue Alteration items Table,rate,Currency,no,Rate,,,,,
Ssbikez,Euler Spare Issue Alteration items Table,uom,Link,yes,UOM,,,,,
Ssbikez,Euler Spare Issue Alteration items Table,last_return_quantity,Int,no,Last Return Quantity,,,,,
Ssbikez,Euler Spare Issue Alteration items Table,column_break_fmbwk,Column Break,no,,,,,,
Ssbikez,Euler Spare Issue Alteration items Table,gst,Data,no,GST,,,,,
Ssbikez,Euler Spare Issue Alteration items Table,tax_rate,Currency,no,Tax Amount,,,,,
Ssbikez,Euler Spare Issue Alteration items Table,total,Currency,no,Total,,,,,
Ssbikez,Euler Spare Issue Alteration items Table,sgst,Percent,no,SGST,,,,,
Ssbikez,Euler Spare Issue Alteration items Table,cgst,Percent,no,CGST,,,,,
Ssbikez,Euler Spare Issue Alteration items Table,discount_percentage,Int,no,Discount Percentage,,,,,
Ssbikez,Euler Spare Issue Alteration items Table,date,Date,no,Date,,,,,
Ssbikez,Euler Spare Issue Alteration items Table,return,Int,no,Return,,,,,
Ssbikez,Euler Spare Issue Alteration items Table,ref_quantity,Int,no,Ref Quantity,,,,,
Ssbikez,Euler Spare Issue Alteration items Table,date_time,Datetime,no,Date Time,,,,,
Ssbikez,Euler Spare Issue Alteration items Table,stock_balance,Int,no,Stock Balance,,,,,
Ssbikez,Euler Spares Issue Alteration,naming_series,Select,no,Naming Series,,,,,
Ssbikez,Euler Spares Issue Alteration,engine_no,Data,no,Engine No,,,,,
Ssbikez,Euler Spares Issue Alteration,job_card,Link,yes,Job Card,,,,,
Ssbikez,Euler Spares Issue Alteration,mehanic,Link,no,Mechanic,,,,,
Ssbikez,Euler Spares Issue Alteration,register_no,Data,no,Register No,,,,,
Ssbikez,Euler Spares Issue Alteration,quotation_no,Data,no,Quotation No,,,,,
Ssbikez,Euler Spares Issue Alteration,indivitual,Check,no,Individual  Discount,,,,,
Ssbikez,Euler Spares Issue Alteration,company,Link,no,Company,,,,,
Ssbikez,Euler Spares Issue Alteration,column_break_n25cp,Column Break,no,,,,,,
Ssbikez,Euler Spares Issue Alteration,frame_no,Data,no,Frame No,,,,,
Ssbikez,Euler Spares Issue Alteration,godown,Link,yes,Godown,,,,,
Ssbikez,Euler Spares Issue Alteration,date,Date,no,Date,,,,,
Ssbikez,Euler Spares Issue Alteration,model,Data,no,Model,,,,,
Ssbikez,Euler Spares Issue Alteration,branch,Link,no,Branch,,,,,
Ssbikez,Euler Spares Issue Alteration,column_break_4kvjc,Column Break,no,,,,,,
Ssbikez,Euler Spares Issue Alteration,common_discount,Int,no,Common Discount,,,,,
Ssbikez,Euler Spares Issue Alteration,job_type,Data,yes,Job Type,,,,,
Ssbikez,Euler Spares Issue Alteration,party_name,Data,no,Party Name,,,,,
Ssbikez,Euler Spares Issue Alteration,user,Link,no,User,,,,,
Ssbikez,Euler Spares Issue Alteration,phone_no,Data,no,Phone No,,,,,
Ssbikez,Euler Spares Issue Alteration,section_break_8hpp1,Section Break,no,,,,,,
Ssbikez,Euler Spares Issue Alteration,spare_items_table,Table,no,Spare Items Table,,,,,
Ssbikez,Euler Spares Issue Alteration,new_spares_list_section,Section Break,no,Deleted Spares List,,,,,
Ssbikez,Euler Spares Issue Alteration,new_spares_list,Table,no,Deleted Spares List,,,,,
Ssbikez,Euler Spares Issue Alteration,section_break_phlm,Section Break,no,,,,,,
Ssbikez,Euler Spares Issue Alteration,spares_total_amount,Currency,no,Spares Total Amount,,,,,
Ssbikez,Euler Spares Issue Alteration,column_break_jnld,Column Break,no,,,,,,
Ssbikez,Euler Spares Issue Alteration,labour_total_amount,Currency,no,Labour Total Amount,,,,,
Ssbikez,Euler Spares Issue Alteration,column_break_vpfr,Column Break,no,,,,,,
Ssbikez,Euler Spares Issue Alteration,outwork_total_amount,Currency,no,Outwork Total Amount,,,,,
Ssbikez,Euler Spares Issue Alteration,total_section,Section Break,no,Total,,,,,
Ssbikez,Euler Spares Issue Alteration,total,Currency,no,Total,,,,,
Ssbikez,Euler Spares Issue Alteration,column_break_gpmqa,Column Break,no,,,,,,
Ssbikez,Euler Spares Issue Alteration,discount,Currency,no,Discount,,,,,
Ssbikez,Euler Spares Issue Alteration,column_break_qctyv,Column Break,no,,,,,,
Ssbikez,Euler Spares Issue Alteration,service_invoice_discount,Currency,no,Service Invoice Discount,,,,,
Ssbikez,Euler Spares Issue Alteration,updated_total,Currency,no,Updated Total,,,,,
Ssbikez,Euler Spares Issue Alteration,date_time,Data,no,Date Time,,,,,
Ssbikez,Euler Spares Issue Alteration,amended_from,Link,no,Amended From,,,,,
Ssbikez,Euler Spares Warranty Child,item_code,Link,yes,Item Code,,,,,
Ssbikez,Euler Spares Warranty Child,item_name,Data,no,Item Name,,,,,
Ssbikez,Euler Spares Warranty Child,column_break_1ypaw,Column Break,no,,,,,,
Ssbikez,Euler Spares Warranty Child,claim_warranty_amount,Currency,yes,Claim Warranty Amount,,,,,
Ssbikez,Euler Spares Warranty Child,cgst,Float,no,CGST,,,,,
Ssbikez,Euler Spares Warranty Child,sgst,Float,no,SGST,,,,,
Ssbikez,Euler Spares Warranty Child,column_break_dani9,Column Break,no,,,,,,
Ssbikez,Euler Spares Warranty Child,total,Float,no,Total,,,,,
Ssbikez,Euler Spares Warranty Child,ndp,Data,yes,NDP,,,,,
Ssbikez,Euler Vehicle Allotment,section_break_bawr,Section Break,no,,,,,,
Ssbikez,Euler Vehicle Allotment,amended_from,Link,no,Amended From,,,,,
Ssbikez,Euler Vehicle Allotment,section_break_qvns,Section Break,no,Vehicle Allotment,,,,,
Ssbikez,Euler Vehicle Allotment,naming_series,Select,no,Series,,,,,
Ssbikez,Euler Vehicle Allotment,date,Date,yes,Date,,,,,
Ssbikez,Euler Vehicle Allotment,company,Link,no,Company,,,,,
Ssbikez,Euler Vehicle Allotment,sales_order,Link,no,Sales Order,,,,,
Ssbikez,Euler Vehicle Allotment,order_form_id,Link,yes,Order Form ID,,,,,
Ssbikez,Euler Vehicle Allotment,customer,Link,yes,Customer,,,,,
Ssbikez,Euler Vehicle Allotment,branch,Link,yes,Branch,,,,,
Ssbikez,Euler Vehicle Allotment,column_break_cret,Column Break,no,,,,,,
Ssbikez,Euler Vehicle Allotment,vehicle_name,Link,yes,Vehicle Code,,,,,
Ssbikez,Euler Vehicle Allotment,vehicle_series,Link,no,Vehicle Series,,,,,
Ssbikez,Euler Vehicle Allotment,product_color,Link,no,Product Color,,,,,
Ssbikez,Euler Vehicle Allotment,chasis_no,Link,yes,Chasis No,,,,,
Ssbikez,Euler Vehicle Allotment,service_book_no,Data,no,Service Book No,,,,,
Ssbikez,Euler Vehicle Allotment,vehicle_description,Small Text,yes,Vehicle Description,,,,,
Ssbikez,Euler Vehicle Allotment,amended_from,Link,no,Amended From,,,,,
Ssbikez,Euler Vehicle Fittings,section_break_9e8i,Section Break,no,,,,,,
Ssbikez,Euler Vehicle Fittings,amended_from,Link,no,Amended From,,,,,
Ssbikez,Euler Vehicle Fittings,naming_series,Select,no,Series,,,,,
Ssbikez,Euler Vehicle Fittings,date,Date,yes,Date,,,,,
Ssbikez,Euler Vehicle Fittings,order_form_id,Link,yes,Order Form ID,,,,,
Ssbikez,Euler Vehicle Fittings,company,Link,no,Company,,,,,
Ssbikez,Euler Vehicle Fittings,branch,Link,yes,Branch,,,,,
Ssbikez,Euler Vehicle Fittings,battery_series_number,Data,yes,Battery Series Number,,,,,
Ssbikez,Euler Vehicle Fittings,column_break_sepk,Column Break,no,,,,,,
Ssbikez,Euler Vehicle Fittings,godown,Link,yes,Warehouse,,,,,
Ssbikez,Euler Vehicle Fittings,vehicle_name,Link,yes,Vehicle Code,,,,,
Ssbikez,Euler Vehicle Fittings,customer,Link,yes,Customer,,,,,
Ssbikez,Euler Vehicle Fittings,year_of_manufactured,Data,yes,Year Of Manufactured(Battery),,,,,
Ssbikez,Euler Vehicle Fittings,section_break_xpeg,Section Break,no,Fitting Item,,,,,
Ssbikez,Euler Vehicle Fittings,items,Table,no,Items,,,,,
Ssbikez,Euler Vehicle Fittings,section_break_odex,Section Break,no,,,,,,
Ssbikez,Euler Vehicle Fittings,additional_fittings,Table,no,Additional Fittings,,,,,
Ssbikez,Euler Vehicle Fittings,section_break_bolw,Section Break,no,,,,,,
Ssbikez,Euler Vehicle Fittings,total_qty,Int,no,Total Qty,,,,,
Ssbikez,Euler Vehicle Fittings,sales_invoice,Link,no,Sales Invoice,,,,,
Ssbikez,Euler Vehicle Fittings,column_break_zoxx,Column Break,no,,,,,,
Ssbikez,Euler Vehicle Fittings,total_amount,Currency,no,Total Amount,,,,,
Ssbikez,Euler Vehicle Fittings,column_break_mfhj,Column Break,no,,,,,,
Ssbikez,Euler Vehicle Fittings,discount,Currency,no,Discount,,,,,
Ssbikez,Euler Vehicle Fittings,column_break_xtmi,Column Break,no,,,,,,
Ssbikez,Euler Vehicle Fittings,updated_total,Currency,no,Updated Total,,,,,
Ssbikez,Euler Vehicle Fittings,submit_status,Check,no,Submit Status,,,,,
Ssbikez,Euler Vehicle Fittings,sales_order,Data,no,Sales Order,,,,,
Ssbikez,Euler Vehicle Fittings,amended_from,Link,no,Amended From,,,,,
Ssbikez,Euler Vehicle List,vehicle_code,Link,yes,Vehicle Code,,,,,
Ssbikez,Euler Vehicle List,vehicle_name,Data,yes,Vehicle Name,,,,,
Ssbikez,Euler Vehicle List,quantity,Int,yes,Quantity,,,,,
Ssbikez,Euler Vehicle List,sub_group,Link,no,Sub Group,,,,,
Ssbikez,Euler Vehicle List,vehicle_color,Link,yes,Vehicle Color,,,,,
Ssbikez,Euler Water Wash Done,job_card_no,Link,yes,Job Card No,,,,,
Ssbikez,Euler Water Wash Done,naming_series,Select,no,Naming Series,,,,,
Ssbikez,Euler Water Wash Done,amended_from,Link,no,Amended From,,,,,
Ssbikez,Ex RC Issue Child,vehicle_number,Data,no,Vehicle Number,rto,RCBookIssueItem,vehicle_number,Match,rto/models.py:548
Ssbikez,Ex RC Issue Child,exchange_vehicle_id,Link,no,Exchange Vehicle Id,rto,RCBookIssueItem,exchange_vehicle,Match,"rto/models.py:546 -- nullable FK to sales.ExchangeVehicle, used to collapse RC Issue Child + Ex RC Issue Child into one model"
Ssbikez,Ex RC Issue Child,party_name,Link,no,Party Name,rto,RCBookIssueItem,party_name,Match,rto/models.py:549
Ssbikez,Ex RC Issue Child,sales_order,Link,no,Order Form ID,rto,RCBookIssueItem,,Missing,rto/models.py:544-555 -- no direct sales_order link on the row (reachable only indirectly via exchange_vehicle.sales_order)
Ssbikez,Ex RC Issue Child,order_form_id_copy,Link,no,Order Form ID Copy,rto,RCBookIssueItem,,Missing,Same gap -- reference's redundant duplicate order link is not modeled
Ssbikez,Ex RC Issue Child,order_form_series,Link,no,Order Form Series,rto,RCBookIssueItem,,Missing,Same gap as sales_order above
Ssbikez,Ex RC Issue Child,vehicle_name,Link,no,Vehicle Name,rto,RCBookIssueItem,,Missing,rto/models.py:544-555 -- no vehicle_name/Item link on the row
Ssbikez,Excel to PDF Converter,excel_file,Attach,no,Excel File,,,,,
Ssbikez,Excel to PDF Converter,column_break_fzmq,Column Break,no,,,,,,
Ssbikez,Excel to PDF Converter,pdf_file,Attach,no,PDF File,,,,,
Ssbikez,Exchange Dealer Payment Child,register_number,Link,yes,Register Number,,,,,
Ssbikez,Exchange Dealer Payment Child,vehicle_name,Data,no,Vehicle Name,,,,,
Ssbikez,Exchange Dealer Payment Child,vehicle_amount,Data,no,Vehicle Amount,,,,,
Ssbikez,Exchange Dealer Payment Child,allow_permission,Check,no,Allow Permission,,,,,
Ssbikez,Exchange Dealer Payment Child,date,Date,no,Date,,,,,
Ssbikez,Exchange Dealer Payment,vehicle_details_section,Section Break,no,Vehicle Details,,,,,
Ssbikez,Exchange Dealer Payment,naming_series,Select,no,Naming Series,,,,,
Ssbikez,Exchange Dealer Payment,date,Date,yes,Date,,,,,
Ssbikez,Exchange Dealer Payment,company,Link,no,Company,,,,,
Ssbikez,Exchange Dealer Payment,column_break_rp8zr,Column Break,no,,,,,,
Ssbikez,Exchange Dealer Payment,dealer_name,Link,no,Dealer Name,,,,,
Ssbikez,Exchange Dealer Payment,dealer_number,Link,no,Dealer Number,,,,,
Ssbikez,Exchange Dealer Payment,branch,Link,no,Branch,,,,,
Ssbikez,Exchange Dealer Payment,column_break_kae99,Column Break,no,,,,,,
Ssbikez,Exchange Dealer Payment,section_break_gkqvr,Section Break,no,,,,,,
Ssbikez,Exchange Dealer Payment,vehicle_details,Table,no,Vehicle Details,,,,,
Ssbikez,Exchange Dealer Payment,payment_details_section,Section Break,no,Payment Details,,,,,
Ssbikez,Exchange Dealer Payment,column_break_0mipm,Column Break,no,,,,,,
Ssbikez,Exchange Dealer Payment,payment_mode,Select,no,Pay Type,,,,,
Ssbikez,Exchange Dealer Payment,column_break_gi5dy,Column Break,no,,,,,,
Ssbikez,Exchange Dealer Payment,total_amount,Currency,no,Total Amount,,,,,
Ssbikez,Exchange Dealer Payment,column_break_zxyb5,Column Break,no,,,,,,
Ssbikez,Exchange Dealer Payment,pending_amount,Currency,no,Pending Amount,,,,,
Ssbikez,Exchange Dealer Payment,payment_status,Data,no,Payment Status,,,,,
Ssbikez,Exchange Dealer Payment,amended_from,Link,no,Amended From,,,,,
Ssbikez,Exchange Dealer Payment,amended_from,Link,no,Amended From,,,,,
Ssbikez,Exchange Master Used Vehicle Names,new_vehicle_name,Data,yes,New Vehicle Name,,,,,
Ssbikez,Exchange Sales,naming_series,Select,yes,Naming Series,,,,,
Ssbikez,Exchange Sales,date,Date,no,Date,,,,,
Ssbikez,Exchange Sales,column_break_wjnjj,Column Break,no,,,,,,
Ssbikez,Exchange Sales,order_form_id,Link,no,Order Form Id,,,,,
Ssbikez,Exchange Sales,column_break_2bf4f,Column Break,no,,,,,,
Ssbikez,Exchange Sales,exchange_no,Data,no,Exchange No,,,,,
Ssbikez,Exchange Sales,column_break_d40he,Column Break,no,,,,,,
Ssbikez,Exchange Sales,party_name,Link,no,Party Name,,,,,
Ssbikez,Exchange Sales,vehicle_details_section,Section Break,no,Vehicle Details,,,,,
Ssbikez,Exchange Sales,engine_no,Data,no,Engine No,,,,,
Ssbikez,Exchange Sales,column_break_v2qzh,Column Break,no,,,,,,
Ssbikez,Exchange Sales,frame_no,Data,no,Frame No,,,,,
Ssbikez,Exchange Sales,column_break_a9hve,Column Break,no,,,,,,
Ssbikez,Exchange Sales,registration_no,Data,no,Registration No,,,,,
Ssbikez,Exchange Sales,column_break_wdjt9,Column Break,no,,,,,,
Ssbikez,Exchange Sales,model,Data,no,Model,,,,,
Ssbikez,Exchange Vehicle Dealer Child,item_name,Link,no,Vehicle Name,,,,,
Ssbikez,Exchange Vehicle Dealer Child,engine_number,Data,no,Engine Number,,,,,
Ssbikez,Exchange Vehicle Dealer Child,registration_number,Link,no,Registration Number,,,,,
Ssbikez,Exchange Vehicle Dealer Child,party_name,Data,no,Party Name,,,,,
Ssbikez,Exchange Vehicle Dealer Child,rc_book_received,Select,no,RC Book Received,,,,,
Ssbikez,Exchange Vehicle Dealer Child,rc_book_number,Data,no,RC Book Number,,,,,
Ssbikez,Exchange Vehicle Dealer Child,column_break_bqlu,Column Break,no,,,,,,
Ssbikez,Exchange Vehicle Dealer Child,noc,Select,no,NOC,,,,,
Ssbikez,Exchange Vehicle Dealer Child,to_received,Select,no,T.O Received,,,,,
Ssbikez,Exchange Vehicle Dealer Child,vehicle_amount,Currency,yes,Vehicle Amount,,,,,
Ssbikez,Exchange Vehicle Dealer Child,color,Link,no,Color,,,,,
Ssbikez,Exchange Vehicle Dealer Child,dealer,Data,no,Dealer,,,,,
Ssbikez,Exchange Vehicle Dealer Child,vehicle_value,Float,no,Vehicle Value,,,,,
Ssbikez,Exchange Vehicle Dealer Child,vehicle_code,Data,yes,Vehicle Code,,,,,
Ssbikez,Exchange Vehicle Dealer,naming_series,Select,no,Naming Series,,,,,
Ssbikez,Exchange Vehicle Dealer,date,Date,no,Date,,,,,
Ssbikez,Exchange Vehicle Dealer,company,Link,no,Company,,,,,
Ssbikez,Exchange Vehicle Dealer,from_warehouse,Link,yes,From Warehouse,,,,,
Ssbikez,Exchange Vehicle Dealer,column_break_oztwu,Column Break,no,,,,,,
Ssbikez,Exchange Vehicle Dealer,dealer_name,Link,yes,Dealer Name,,,,,
Ssbikez,Exchange Vehicle Dealer,branch,Link,no,Branch,,,,,
Ssbikez,Exchange Vehicle Dealer,to_warehouse,Link,yes,To Warehouse,,,,,
Ssbikez,Exchange Vehicle Dealer,vehicle_detail_section,Section Break,no,Vehicle Detail,,,,,
Ssbikez,Exchange Vehicle Dealer,vehicle_details,Table,no,Vehicle Details,,,,,
Ssbikez,Exchange Vehicle Dealer,vehicle_details_section,Section Break,no,Vehicle Details,,,,,
Ssbikez,Exchange Vehicle Dealer,manufacturing_company,Data,no,Manufacturing Company,,,,,
Ssbikez,Exchange Vehicle Dealer,engine_number,Data,no,Engine Number,,,,,
Ssbikez,Exchange Vehicle Dealer,column_break_89wfc,Column Break,no,,,,,,
Ssbikez,Exchange Vehicle Dealer,exchange_vehicle_name,Data,no,Exchange Vehicle Name,,,,,
Ssbikez,Exchange Vehicle Dealer,chasis_no,Data,no,Chasis No,,,,,
Ssbikez,Exchange Vehicle Dealer,column_break_exept,Column Break,no,,,,,,
Ssbikez,Exchange Vehicle Dealer,party_name,Link,no,Party Name,,,,,
Ssbikez,Exchange Vehicle Dealer,registration_number,Data,no,Registration Number,,,,,
Ssbikez,Exchange Vehicle Dealer,column_break_rcvct,Column Break,no,,,,,,
Ssbikez,Exchange Vehicle Dealer,model,Data,no,Model,,,,,
Ssbikez,Exchange Vehicle Dealer,colour,Link,no,Colour,,,,,
Ssbikez,Exchange Vehicle Dealer,noc_and_other_details_section,Section Break,no,NOC and Other Details,,,,,
Ssbikez,Exchange Vehicle Dealer,year_of_making,Data,no,Year of Make,,,,,
Ssbikez,Exchange Vehicle Dealer,rc_book_received,Select,no,RC Book Received,,,,,
Ssbikez,Exchange Vehicle Dealer,rc_book_number,Data,no,RC Book Number,,,,,
Ssbikez,Exchange Vehicle Dealer,column_break_jhmfd,Column Break,no,,,,,,
Ssbikez,Exchange Vehicle Dealer,vehicle_amount,Currency,no,Vehicle Amount,,,,,
Ssbikez,Exchange Vehicle Dealer,column_break_jedls,Column Break,no,,,,,,
Ssbikez,Exchange Vehicle Dealer,remarks,Data,no,Remarks,,,,,
Ssbikez,Exchange Vehicle Dealer,to_received,Select,no,T.O Received,,,,,
Ssbikez,Exchange Vehicle Dealer,column_break_55tgo,Column Break,no,,,,,,
Ssbikez,Exchange Vehicle Dealer,hp_endorsement,Select,no,HP Endorsement,,,,,
Ssbikez,Exchange Vehicle Dealer,noc,Select,no,NOC,,,,,
Ssbikez,Exchange Vehicle Dealer,insurance_received,Select,no,Insurance Received,,,,,
Ssbikez,Exchange Vehicle Dealer,amended_from,Link,no,Amended From,,,,,
Ssbikez,Exchange Vehicle Dealer,amended_from,Link,no,Amended From,,,,,
Ssbikez,Exchange Vehicle List,exchange_vehicle_list_details,Table,no,Exchange Vehicle List Details,,,,,
Ssbikez,Exchange Vehicle Master,section_break_rsj8,Section Break,no,,,,,,
Ssbikez,Exchange Vehicle Master,amended_from,Link,no,Amended From,,,,,
Ssbikez,Exchange Vehicle Master,naming_series,Select,no,Naming Series,,,,,
Ssbikez,Exchange Vehicle Master,date,Date,no,Date,,,,,
Ssbikez,Exchange Vehicle Master,column_break_wdtz,Column Break,no,,,,,,
Ssbikez,Exchange Vehicle Master,order_form_id,Link,yes,Order Form Id,,,,,
Ssbikez,Exchange Vehicle Master,column_break_htkm,Column Break,no,,,,,,
Ssbikez,Exchange Vehicle Master,vehicle_amount,Currency,no,Vehicle Amount,,,,,
Ssbikez,Exchange Vehicle Master,transfer_to,Select,no,Transfer to,,,,,
Ssbikez,Exchange Vehicle Master,dealer_name,Link,no,Dealer Name,,,,,
Ssbikez,Exchange Vehicle Master,company,Link,no,Company,,,,,
Ssbikez,Exchange Vehicle Master,branch,Link,no,Branch,,,,,
Ssbikez,Exchange Vehicle Master,section_break_yqyc,Section Break,no,Vehicle Details,,,,,
Ssbikez,Exchange Vehicle Master,manufacturing_company,Link,yes,Manufacturing Company,,,,,
Ssbikez,Exchange Vehicle Master,engine_number,Data,yes,Engine Number,,,,,
