module,doctype,field,fieldtype,mandatory,reference_note,django_app,django_model,django_field,status,evidence
Ssbikez,Number Plate Issue,sub_dealer_name,Link,no,Sub Dealer Name,,,,,
Ssbikez,Number Plate Issue,number_plate_count,Int,no,Number Plate Count,,,,,
Ssbikez,Number Plate Issue,number_plate_fitting_charges,Currency,no,Number Plate Fitting Charges,,,,,
Ssbikez,Number Plate Issue,branch,Link,no,Branch,,,,,
Ssbikez,Number Plate Issue,transfer_to_branch,Link,no,Transfer to Branch,,,,,
Ssbikez,Number Plate Issue,branch_name,Link,no,From Branch Name,,,,,
Ssbikez,Number Plate Issue,section_break_tgol,Section Break,no,,,,,,
Ssbikez,Number Plate Issue,is_frame,Check,no,Is Frame,,,,,
Ssbikez,Number Plate Issue,warehouse,Link,no,Warehouse,,,,,
Ssbikez,Number Plate Issue,column_break_rzcw,Column Break,no,,,,,,
Ssbikez,Number Plate Issue,frame,Link,no,Frame ID,,,,,
Ssbikez,Number Plate Issue,rack,Link,no,Rack,,,,,
Ssbikez,Number Plate Issue,column_break_mhsz,Column Break,no,,,,,,
Ssbikez,Number Plate Issue,frame_amount,Float,no,Frame Amount,,,,,
Ssbikez,Number Plate Issue,stock_bin,Link,no,Stock Bin,,,,,
Ssbikez,Number Plate Issue,cash_account,Link,no,Cash Account,,,,,
Ssbikez,Number Plate Issue,section_break_8mqpn,Section Break,no,,,,,,
Ssbikez,Number Plate Issue,party,Table,no,Party,,,,,
Ssbikez,Number Plate Issue,amended_from,Link,no,Amended From,,,,,
Ssbikez,Number Plate Issue,amended_from,Link,no,Amended From,,,,,
Ssbikez,Number Receipt Entry Creation,section_break_ntsm,Section Break,no,,,,,,
Ssbikez,Number Receipt Entry Creation,amended_from,Link,no,Amended From,,,,,
Ssbikez,Number Receipt Entry Creation,naming_series,Select,no,Series,,,,,
Ssbikez,Number Receipt Entry Creation,date,Date,yes,Date,,,,,
Ssbikez,Number Receipt Entry Creation,pay_from_account,Link,no,Pay From Account,,,,,
Ssbikez,Number Receipt Entry Creation,invoice_no,Data,no,Invoice No,,,,,
Ssbikez,Number Receipt Entry Creation,company,Link,no,Company,,,,,
Ssbikez,Number Receipt Entry Creation,column_break_nleh,Column Break,no,,,,,,
Ssbikez,Number Receipt Entry Creation,number_receipt_entry,Link,yes,Number Order Entry,,,,,
Ssbikez,Number Receipt Entry Creation,branch,Link,no,Branch,,,,,
Ssbikez,Number Receipt Entry Creation,agent,Link,yes,Supplier,,,,,
Ssbikez,Number Receipt Entry Creation,column_break_qvoo,Column Break,no,,,,,,
Ssbikez,Number Receipt Entry Creation,registration_area,Link,no,Registration Area,,,,,
Ssbikez,Number Receipt Entry Creation,payment_type,Select,yes,Payment Type,,,,,
Ssbikez,Number Receipt Entry Creation,pay_mode,Link,no,Pay Mode,,,,,
Ssbikez,Number Receipt Entry Creation,section_break_xqsb,Section Break,no,,,,,,
Ssbikez,Number Receipt Entry Creation,party,Table,no,Party,,,,,
Ssbikez,Number Receipt Entry Creation,section_break_gjqs,Section Break,no,,,,,,
Ssbikez,Number Receipt Entry Creation,total_amount,Currency,yes,Total Amount,,,,,
Ssbikez,Number Receipt Entry Creation,column_break_kkyg,Column Break,no,,,,,,
Ssbikez,Number Receipt Entry Creation,pending_amount,Currency,yes,Pending Amount,,,,,
Ssbikez,Number Receipt Entry Creation,payment_status,Data,no,Payment Status,,,,,
Ssbikez,Number Receipt Entry Party,party_name,Link,yes,Party Name,,,,,
Ssbikez,Number Receipt Entry Party,number_plate,Data,yes,Actual Vehicle Number,,,,,
Ssbikez,Number Receipt Entry Party,getting_vehicle_number,Data,no,Getting Vehicle Number,,,,,
Ssbikez,Number Receipt Entry Party,sales_order,Link,no,Sales Order,,,,,
Ssbikez,Number Receipt Entry Party,order_form_id,Link,yes,Order Form Id,,,,,
Ssbikez,Number Receipt Entry Party,vehicle_name,Link,yes,Vehicle Name,,,,,
Ssbikez,Number Receipt Entry Party,rate,Currency,yes,Rate,,,,,
Ssbikez,Number Receipt Entry Party,cgst,Percent,yes,CGST,,,,,
Ssbikez,Number Receipt Entry Party,sgst,Percent,yes,SGST,,,,,
Ssbikez,Number Receipt Entry Party,total,Currency,no,Total,,,,,
Ssbikez,Number Receipt Entry Party,reorder,Check,no,Reorder,,,,,
Ssbikez,Oil Seals Details Table,spares,Data,no,Spares,,,,,
Ssbikez,Oil Seals Details Table,change_need_yes,Check,no,Yes,,,,,
Ssbikez,Oil Seals Details Table,change_need_no,Check,no,No,,,,,
Ssbikez,Opening Stock Vehicle Child,vehicle_name,Link,no,Vehicle Name,,,,,
Ssbikez,Opening Stock Vehicle Child,chasis_number,Data,no,Chasis Number,,,,,
Ssbikez,Opening Stock Vehicle Child,color,Link,no,Color,,,,,
Ssbikez,Opening Stock Vehicle Child,service_book_no,Data,no,Service Book No,,,,,
Ssbikez,Opening Stock Vehicle Child,column_break_kdim,Column Break,no,,,,,,
Ssbikez,Opening Stock Vehicle Child,model,Data,no,Model,,,,,
Ssbikez,Opening Stock Vehicle Child,engine_number,Data,no,Engine Number,,,,,
Ssbikez,Opening Stock Vehicle Child,color__code,Data,no,Color  Code,,,,,
Ssbikez,Opening Stock Vehicle Child,sub_group,Link,no,Sub Group,,,,,
Ssbikez,Order Form Series,order_form_no,Data,yes,Order Form No,,,,,
Ssbikez,Order Form Series,order_form_count,Int,yes,Order Form Count,,,,,
Ssbikez,Order Form Series,branch,Link,yes,Branch,,,,,
Ssbikez,Order Form Series,status,Select,no,Status,,,,,
Ssbikez,Order Form Series,allotment,Data,no,Allotment,,,,,
Ssbikez,Order Form Series,sales_order_id,Data,no,Sales Order ID,,,,,
Ssbikez,Order Form Series,sales_order_status,Data,no,Sales Order Status,,,,,
Ssbikez,Order Form Series,rto_status,Data,no,RTO Status,sales,VehicleSalesOrder,,Missing,grep for rto_status in sales/models.py returns no hits -- VehicleSalesOrder tracks no summary RTO status field of its own; RTO progress must be inferred by joining rto.RTORegistration separately
Ssbikez,Order Form Series,f20_status,Data,no,F20 Status,,,,,
Ssbikez,Order Form Series,ex_change_vehicle_status,Int,no,Exchange Vehicle Status,,,,,
Ssbikez,Order Form Series,series_type,Data,no,Series Type,,,,,
Ssbikez,Order Form Series,amended_from,Link,no,Amended From,,,,,
Ssbikez,Order Form Series,amended_from,Link,no,Amended From,,,,,
Ssbikez,Order Form Settings,new_vehicle,Check,no,New Vehicle,,,,,
Ssbikez,Order Form Settings,column_break_mnux,Column Break,no,,,,,,
Ssbikez,Order Form Settings,used_vehicle,Check,no,Used Vehicle,,,,,
Ssbikez,Order Form Settings,section_break_nmio,Section Break,no,,,,,,
Ssbikez,Order Form Settings,company,Link,no,Company,,,,,
Ssbikez,Order Form Settings,branch,Link,yes,Branch,,,,,
Ssbikez,Order Form Settings,prefix,Data,yes,Prefix,,,,,
Ssbikez,Order Form Settings,digits,Int,yes,Digits,,,,,
Ssbikez,Order Form Settings,column_break_oamk,Column Break,no,,,,,,
Ssbikez,Order Form Settings,from_no,Int,yes,From,,,,,
Ssbikez,Order Form Settings,count,Int,yes,Count,,,,,
Ssbikez,Order Form Settings,to_no,Int,no,To,,,,,
Ssbikez,Order Form Settings,section_break_hrkw,Section Break,no,,,,,,
Ssbikez,Order Form Settings,generate,Button,no,Generate,,,,,
Ssbikez,Others Details Table,spares,Data,no,Spares,,,,,
Ssbikez,Others Details Table,change_need_yes,Check,no,Yes,,,,,
Ssbikez,Others Details Table,change_need_no,Check,no,No,,,,,
Ssbikez,Out Work Return Spares Lists,item_code,Link,yes,Item Code,,,,,
Ssbikez,Out Work Return Spares Lists,item_name,Data,yes,Item Name,,,,,
Ssbikez,Out Work Return Spares Lists,quantity,Int,yes,Quantity,,,,,
Ssbikez,Out Work Return Spares Lists,rate,Currency,yes,Rate,,,,,
Ssbikez,Out Work Return Spares Lists,total,Currency,yes,Total,,,,,
Ssbikez,Outwork Entry Child,work_name,Link,no,Work Name,,,,,
Ssbikez,Outwork Entry Child,party,Link,no,Party,,,,,
Ssbikez,Outwork Entry Child,quantity,Data,no,Quantity,,,,,
Ssbikez,Outwork Entry Child,amount,Data,no,Amount,,,,,
Ssbikez,Outwork Entry Child,tax,Data,no,Tax (%),,,,,
Ssbikez,Outwork Entry Child,total_amount,Data,no,Total Amount,,,,,
Ssbikez,Outwork Entry Child,work_type,Data,no,Work Type,,,,,
Ssbikez,Outwork Entry Issue Master,disable,Check,no,Disable,,,,,
Ssbikez,Outwork Entry Issue Master,work_name,Data,yes,Work Name,,,,,
Ssbikez,Outwork Entry Issue Master,actual_amount,Float,yes,Actual Amount,,,,,
Ssbikez,Outwork Entry Issue Master,bill_amount,Float,no,Bill Amount,,,,,
Ssbikez,Outwork Entry Issue Master,gst,Float,yes,GST,,,,,
Ssbikez,Outwork Entry Issue Master,hsn_code,Link,no,HSN Code,,,,,
Ssbikez,Outwork Entry Issue,outwork_issue_section,Section Break,no,Outwork Issue,,,,,
Ssbikez,Outwork Entry Issue,naming_series,Select,no,Naming Series,,,,,
Ssbikez,Outwork Entry Issue,date,Date,yes,Date,,,,,
Ssbikez,Outwork Entry Issue,company,Link,no,Company,,,,,
Ssbikez,Outwork Entry Issue,job_card_no,Link,yes,Job Card No,,,,,
Ssbikez,Outwork Entry Issue,column_break_vv631,Column Break,no,,,,,,
Ssbikez,Outwork Entry Issue,branch,Link,no,Branch,,,,,
Ssbikez,Outwork Entry Issue,vendor_name,Link,yes,Vendor Name,,,,,
Ssbikez,Outwork Entry Issue,column_break_tqxwn,Column Break,no,,,,,,
Ssbikez,Outwork Entry Issue,register_number,Data,no,Register Number,,,,,
Ssbikez,Outwork Entry Issue,vehicle_code,Data,no,Vehicle Code,,,,,
Ssbikez,Outwork Entry Issue,work_details_section,Section Break,no,Work Details,,,,,
Ssbikez,Outwork Entry Issue,work_details,Table,no,Work Details,,,,,
Ssbikez,Outwork Entry Issue,section_break_41noa,Section Break,no,,,,,,
Ssbikez,Outwork Entry Issue,godown,Link,no,Godown,,,,,
Ssbikez,Outwork Entry Issue,column_break_x5ivz,Column Break,no,,,,,,
Ssbikez,Outwork Entry Issue,gate_pass,Select,no,Gate Pass,,,,,
Ssbikez,Outwork Entry Issue,section_break_zouut,Section Break,no,Out Work Spares,,,,,
Ssbikez,Outwork Entry Issue,outwork_spares,Table,no,Outwork Spares,,,,,
Ssbikez,Outwork Entry Issue,amended_from,Link,no,Amended From,,,,,
Ssbikez,Outwork Entry Issue,section_break_cfhb,Section Break,no,,,,,,
Ssbikez,Outwork Entry Issue,spares_total_amount,Currency,no,Spares Total Amount,,,,,
Ssbikez,Outwork Entry Issue,column_break_mhlq,Column Break,no,,,,,,
Ssbikez,Outwork Entry Issue,labour_total_amount,Currency,no,Labour Total Amount,,,,,
Ssbikez,Outwork Entry Issue,column_break_vmxb,Column Break,no,,,,,,
Ssbikez,Outwork Entry Return Child,work_name,Link,no,Work Name,,,,,
Ssbikez,Outwork Entry Return Child,party,Link,no,Party,,,,,
Ssbikez,Outwork Entry Return Child,quantity,Data,no,Quantity,,,,,
Ssbikez,Outwork Entry Return Child,amount,Data,no,Amount,,,,,
Ssbikez,Outwork Entry Return Child,tax,Data,no,Tax (%),,,,,
Ssbikez,Outwork Entry Return Child,total_amount,Data,no,Total Amount,,,,,
Ssbikez,Outwork Entry Return Child,work_type,Data,no,Work Type,,,,,
Ssbikez,Outwork Entry Return,return_details_section,Section Break,no,Return Details,,,,,
Ssbikez,Outwork Entry Return,naming_series,Select,no,Naming Series,,,,,
Ssbikez,Outwork Entry Return,outwork_issue_no,Link,yes,Outwork Issue No,,,,,
Ssbikez,Outwork Entry Return,date,Date,yes,Date,,,,,
Ssbikez,Outwork Entry Return,invoice_no,Data,no,Invoice No,,,,,
Ssbikez,Outwork Entry Return,company,Link,no,Company,,,,,
Ssbikez,Outwork Entry Return,rework,Check,no,Rework,,,,,
Ssbikez,Outwork Entry Return,register_number,Data,no,Register Number,,,,,
Ssbikez,Outwork Entry Return,vehicle_code,Data,no,Vehicle Code,,,,,
Ssbikez,Outwork Entry Return,column_break_awsam,Column Break,no,,,,,,
Ssbikez,Outwork Entry Return,payment_type,Select,no,Payment Type,,,,,
Ssbikez,Outwork Entry Return,job_card_no,Link,no,Job Card No,,,,,
Ssbikez,Outwork Entry Return,branch,Link,no,Branch,,,,,
Ssbikez,Outwork Entry Return,supplier,Link,no,Vendor,,,,,
Ssbikez,Outwork Entry Return,pay_mode,Link,no,Pay Mode,,,,,
Ssbikez,Outwork Entry Return,cash_account,Link,no,From Account,,,,,
Ssbikez,Outwork Entry Return,outwork_details_section,Section Break,no,Outwork Details,,,,,
Ssbikez,Outwork Entry Return,outwork_details,Table,no,Outwork Details,,,,,
Ssbikez,Outwork Entry Return,out_work_issue_spares_section,Section Break,no,Out Work Issue Spares,,,,,
Ssbikez,Outwork Entry Return,out_work_issue_spares_list,Table,no,Out Work Issue Spares List,,,,,
Ssbikez,Outwork Entry Return,section_break_jgvd,Section Break,no,,,,,,
Ssbikez,Outwork Entry Return,spares_total_amount,Currency,no,Spares Total Amount,,,,,
Ssbikez,Outwork Entry Return,column_break_fpyq,Column Break,no,,,,,,
Ssbikez,Outwork Entry Return,labour_total_amount,Currency,no,Labour Total Amount,,,,,
Ssbikez,Outwork Entry Return,column_break_cydm,Column Break,no,,,,,,
Ssbikez,Outwork Entry Return,bill_details_section,Section Break,no,Bill Details,,,,,
Ssbikez,Outwork Entry Return,issue_spares_amount,Currency,no,Issue Spares Amount,,,,,
Ssbikez,Outwork Entry Return,vendor_used_spares,Small Text,no,Vendor Given Spares,,,,,
Ssbikez,Outwork Entry Return,column_break_pb5yj,Column Break,no,,,,,,
Ssbikez,Outwork Entry Return,actual_amount,Currency,yes,Vendor Amount,,,,,
Ssbikez,Outwork Entry Return,column_break_gvej3,Column Break,no,,,,,,
Ssbikez,Outwork Entry Return,billing_amount,Currency,yes,Extra Amount,,,,,
Ssbikez,Outwork Entry Return,column_break_l8ja6,Column Break,no,,,,,,
Ssbikez,Outwork Entry Return,vendor_spares_amount,Currency,no,Vendor Spares Amount,,,,,
Ssbikez,Outwork Entry Return,pending_amount,Currency,no,Pending Amount,,,,,
Ssbikez,Outwork Entry Return,bill_details,Table,no,Bill Details,,,,,
Ssbikez,Outwork Entry Return,total_section,Section Break,no,Total,,,,,
Ssbikez,Outwork Entry Return,total,Currency,yes,Total,,,,,
Ssbikez,Outwork Entry Return,column_break_64eeq,Column Break,no,,,,,,
Ssbikez,Outwork Entry Return,discount,Currency,no,Discount,,,,,
Ssbikez,Outwork Entry Return,column_break_vs7p7,Column Break,no,,,,,,
Ssbikez,Outwork Entry Return,updated_total,Currency,no,Updated_total,,,,,
Ssbikez,Outwork Entry Return,payment_status,Data,no,Payment Status,,,,,
Ssbikez,Outwork Entry Return,amended_from,Link,no,Amended From,,,,,
Ssbikez,Outwork Items,item_code,Link,yes,Item Code,,,,,
Ssbikez,Outwork Items,item_name,Data,yes,Item Name,,,,,
Ssbikez,Outwork Items,qty,Float,yes,Qty,,,,,
Ssbikez,Outwork Return Child,actual_amount,Currency,no,Actual Amount,,,,,
Ssbikez,Outwork Return Child,bill_amount,Currency,no,Bill Amount,,,,,
Ssbikez,Outwork Spares Child,item_code,Link,yes,Item Code,,,,,
Ssbikez,Outwork Spares Child,item_name,Data,yes,Item Name,,,,,
Ssbikez,Outwork Spares Child,rack,Link,yes,Rack,,,,,
Ssbikez,Outwork Spares Child,bin,Link,yes,Bin,,,,,
Ssbikez,Outwork Spares Child,quantity,Int,no,Quantity,,,,,
Ssbikez,Outwork Spares Child,rate,Currency,no,Rate,,,,,
Ssbikez,Outwork Spares Child,tax_rate,Currency,no,Tax Rate,,,,,
Ssbikez,Outwork Spares Child,total,Currency,no,Total,,,,,
Ssbikez,Outwork Spares Child,sgst,Float,no,SGST,,,,,
Ssbikez,Outwork Spares Child,cgst,Float,no,CGST,,,,,
Ssbikez,Outwork Spares Child,stock_balance,Int,no,Stock Balance,,,,,
Ssbikez,PP Amount Child Table,type,Link,no,Type,,,,,
Ssbikez,PP Amount Child Table,mrp,Link,no,MRP,,,,,
Ssbikez,PP Amount Child Table,discount,Int,no,Discount,,,,,
Ssbikez,PP Amount Child Table,total,Currency,no,Total,,,,,
Ssbikez,PP Amount Child Table,column_break_vlcr,Column Break,no,,,,,,
Ssbikez,PP Amount Child Table,dealer_name,Data,no,Dealer Name,,,,,
Ssbikez,PP Amount Child Table,model_name,Data,no,Model Name,,,,,
Ssbikez,Packing Details Table,spares,Data,no,Spares,,,,,
Ssbikez,Packing Details Table,change_need_yes,Check,no,Yes,,,,,
Ssbikez,Packing Details Table,change_need_no,Check,no,No,,,,,
Ssbikez,Post Paid Insurance Supplier Limit,supplier_type,Data,yes,Supplier Type,,,,,
Ssbikez,Post Paid Insurance Supplier Limit,limit_amount,Currency,yes,Limit Amount,,,,,
Ssbikez,Product Color,color_name,Data,yes,Color Name,,,,,
Ssbikez,Product Color,color_code,Data,yes,Color Code,,,,,
Ssbikez,Protection Plus Invoice Items,protection_plus_type,Link,yes,Protection Plus Type,,,,,
Ssbikez,Protection Plus Invoice Items,quantity,Int,no,Quantity,,,,,
Ssbikez,Protection Plus Invoice Items,hsn_code,Data,no,HSN Code,,,,,
Ssbikez,Protection Plus Invoice Items,rate,Currency,yes,Rate,,,,,
Ssbikez,Protection Plus Invoice Items,protection_plus_amount,Currency,yes,Protection Plus Amount,,,,,
Ssbikez,RC Book Creation RTO Table,rc_book_number,Data,yes,Vehicle Number,rto,RCBookCreation,rc_number,Match,"rto/models.py:512 -- header-level rc_number field (singular, since not a batch table)"
Ssbikez,RC Book Creation RTO Table,party_name,Link,yes,Party Name,rto,RCBookCreation,rto_registration.sales_order.customer,Match,rto/models.py:509 -- reachable via rto_registration FK chain
Ssbikez,RC Book Creation RTO Table,sales_order,Link,no,Order Form ID,rto,RCBookCreation,rto_registration.sales_order,Match,rto/models.py:509 -- reachable via rto_registration FK chain
Ssbikez,RC Book Creation RTO Table,order_form_series,Link,yes,Order Form Series,rto,RCBookCreation,rto_registration.sales_order,Match,"rto/models.py:509 -- same relation, reference's order_form_series is a duplicate/redundant Link to the same order"
Ssbikez,RC Book Creation RTO Table,vehicle_name,Link,yes,Vehicle Name,rto,RCBookCreation,,Missing,rto/models.py:508-521 -- no vehicle_name/Item link at all (RC Book Creation is scoped to one vehicle via rto_registration but never names it directly)
Ssbikez,RC Book Creation,section_break_az5k,Section Break,no,,,,,,
Ssbikez,RC Book Creation,amended_from,Link,no,Amended From,,,,,
Ssbikez,RC Book Creation,date,Date,yes,Date,,,,,
Ssbikez,RC Book Creation,naming_series,Data,no,Naming Series,,,,,
Ssbikez,RC Book Creation,company,Link,no,Company,,,,,
Ssbikez,RC Book Creation,column_break_eabf,Column Break,no,,,,,,
Ssbikez,RC Book Creation,agent,Link,yes,Agent,,,,,
Ssbikez,RC Book Creation,branch,Link,no,Branch,,,,,
Ssbikez,RC Book Creation,column_break_gcyo,Column Break,no,,,,,,
Ssbikez,RC Book Creation,registration_area,Link,no,Registration Area,,,,,
Ssbikez,RC Book Creation,section_break_iwap,Section Break,no,,,,,,
Ssbikez,RC Book Creation,post_by_rto,Check,no,Post by RTO,rto,RCBookCreation,post_by_rto,Match,rto/models.py:511
Ssbikez,RC Book Creation,rto_details,Table,no,RTO Details,rto,RCBookCreation,N/A (single rto_registration FK),Deviation,"rto/models.py:508-521 -- RCBookCreation is one-row-per-vehicle (single rto_registration FK), not a header + RC Book Creation RTO Table child table batch document; a single RC Book Creation run covering multiple vehicles cannot be represented"
Ssbikez,RC Book Issue,date,Date,yes,Date,,,,,
Ssbikez,RC Book Issue,naming_series,Select,no,Naming Series,,,,,
Ssbikez,RC Book Issue,has_exchange_vehicle,Check,no,Has Exchange Vehicle,,,,,
Ssbikez,RC Book Issue,company,Link,no,Company,,,,,
Ssbikez,RC Book Issue,branch,Link,no,Branch,,,,,
Ssbikez,RC Book Issue,column_break_fg4st,Column Break,no,,,,,,
Ssbikez,RC Book Issue,rc_book_creation,Link,no,RC Book,rto,RCBookIssue,rc_book_creation,Deviation,"rto/models.py:526 -- FK is mandatory (on_delete=PROTECT, no null=True) for every RCBookIssue, but reference only requires rc_book_creation when has_exchange_vehicle==0 (reference_erp_spec/18_Sales_Form.md:14003); for exchange-vehicle RC-book returns there is no dealership-created RC Book Creation doc to link, since it is the customer's own original RC book -- Django forces a value that may not exist"
Ssbikez,RC Book Issue,column_break_lvddv,Column Break,no,,,,,,
Ssbikez,RC Book Issue,issue_type,Select,yes,Issue Type,,,,,
Ssbikez,RC Book Issue,exchange_vehicle_id,Link,no,Exchange Vehicle Id,,,,,
Ssbikez,RC Book Issue,rc_book_count,Int,no,RC Book Count,rto,RCBookIssue,,Missing,rto/models.py:522-541 -- no rc_book_count field; count is only implicit via len(items)
Ssbikez,RC Book Issue,from_branch_name,Link,no,From Branch Name,,,,,
Ssbikez,RC Book Issue,to_branch_name,Link,no,To Branch Name,,,,,
Ssbikez,RC Book Issue,sub_dealer_name,Link,no,Sub Dealer Name,,,,,
Ssbikez,RC Book Issue,section_break_k5lbf,Section Break,no,,,,,,
Ssbikez,RC Book Issue,rto_table,Table,no,RTO Table,rto,RCBookIssue,items (RCBookIssueItem),Match,"rto/models.py:544-555 -- single RCBookIssueItem child table used for both the exchange and non-exchange case via a nullable exchange_vehicle FK (documented rto/models.py:542-544), collapsing reference's rto_table/ex_rto_table split"
Ssbikez,RC Book Issue,ex_rto_table,Table,no,RTO Table,rto,RCBookIssue,items (RCBookIssueItem),Match,"rto/models.py:544-555 -- same collapsed child table, see rto_table row"
Ssbikez,RC Book Issue,amended_from,Link,no,Amended From,rto,RCBookIssue,docstatus/amended_from,Match,"rto/models.py:522 RCBookIssue(DocStatusMixin, ...)"
Ssbikez,RC Book Issue,amended_from,Link,no,Amended From,rto,RCBookIssue,docstatus/amended_from,Match,"rto/models.py:522 RCBookIssue(DocStatusMixin, ...)"
